Judul,Berita,Topik
Lirik dan Chord Lagu Separate Beds - Squeeze,"Lagu tersebut direkam di studio Olympic, London, dan merupakan bagian dari album studio ketiga mereka yang bertajuk Argybargy.
Album yang berisikan 13 trek tersebut dirilis secara resmi melalui label musik A&M Records.
Berikut ini lirik dan chord lagu “Separate Beds” dari Squeeze.
 
[Intro]F#
[Verse]F#Tonight I take her from her parents
I came along to her rescue
Without a word about arrangements
She came along without a clue
BSo I said my love I want to take you














",HYPE
Peran Indonesia dalam Bidang Sosial Budaya di ASEAN,"Dengan demikian, dapat dikatakan bahwa Indonesia bergabung dalam ASEAN pada 8 Agustus 1967.
Selama bergabung dalam ASEAN, Indonesia telah memegang peranan penting di segala bidang.
Berikut ini peran Indonesia dalam bidang sosial budaya di ASEAN.
Peran Indonesia dalam bidang sosial budaya di ASEAN adalah berperan aktif dalam kegiatan kebudayaan Indonesia, seperti ASEAN Cultural Heritage (ACHDA). 
Melansir dari situs resmi ASEAN Cultural Heritage, Indonesia diketahui telah menyumbangkan item-item berupa artefak dan sejarah pada ACHDA untuk semakin melengkapi berbagai kekayaan budaya, meningkatkan kesadaran, dan juga apresiasi terhadap warisan budaya ASEAN.
Lebih lanjut, pada Mei 2021, Indonesia telah menambahkan sebanyak 51 koleksi museum-museum di Jakarta ke laman arsip digital warisan budaya ASEAN, sehingga terhitung Indonesia sudah menyumbangkan sebanyak 71 koleksi.

Selain itu, Indonesia juga turut memberikan bantuan kegiatan kemanusiaan ke negara yang sedang dilanda bencana.
Indonesia sering menyumbang untuk membantu penanggulangan bencana di Thailand, Vietnam, Kamboja, Filipina, dan Laos.
Dikutip dari Sekretariat Nasional ASEAN, Indonesia juga diketahui memberikan bantuan kepada Myanmar untuk menanggulangi Covid-19 sebesar 200.000 US Dollar.














",STORI
Lirik dan Chord Lagu People Watching – Jack Johnson,"Lagu bergenre pop tersebut dirilis pada 2001 melalui label rekaman Everloving.
“People Watching” muncul dalam album studionya yang bertajuk Sing-A-Longs & Lullabies for the Film Curious George.
Berikut ini lirik dan chord lagu “People Watching” dari Jack Johnson:
[Intro]A F# D E x2
A                              F#mwell, I'm just people watchin'                  D                       Ethe other people, watchin' me        A                       F#mand we're all people watchin'                  D                       Ethe other people, watchin' we
F#m                                              Dand we're as lonely as we wanted to beF#m                                               Dwe're all as lonely as we wanted to beF#m                                         Djust as lonely as we wanted to be
                EI'm just you                EYou're just me                F#mit's only true               Dif we believe
Guit2 hereA F#m D E x2
A                                               F#mwell, there really ain't no use in stoppin'                                 D                 Ewhat nobody never told me, not to doA                               F#mso I'll keep people watchin'














",HYPE
Ayah di Tangsel Diduga Ingin Gugurkan Kandungan Anaknya dengan Minuman Soda dan Obat,"TANGERANG SELATAN, KOMPAS.com - MN (53) diduga ingin menggugurkan kandungan anaknya FN (17) yang dia hamili dengan memberinya minuman soda dan obat. 
""Iya, anak saya disuruh minum sprite dan obat di November awal. itu sehari 1 botol agak gede, itu bisa sehari minum 2 kali,"" kata ibu korban, S kepada wartawan, Rabu (29/11/2023).
Percobaan pertamanya itu tak berhasil. MN kemudian memberikan dua butir obat untuk diminum anaknya agar kandungan yang ada di dalam perutnya keguguran.
""Terus besoknya dia dikasih itu pil untuk diminum. Tapi, pas minum itu perutnya anak saya langsung sakit,"" ucap S.
 Sebelumnya diberitakan, seorang ayah berinisial MN (53) tega memerkosa anaknya kandungnya, FN (17) hingga hamil di Pondok Aren, Tangerang Selatan. 
 Peristiwa itu terungkap setelah korban menceritakan kehamilannya yang berusia empat bulan ke guru bimbingan konseling (BK) di sekolahnya.
 ""Aku tahu dari guru BK (di sekolah) korban. Dia cerita ke guru BK bukan sama saya,"" kata S.
 S lantas syok mendengar hal tersebut. Ia kemudian menanyakan langsung kepada FN mengenai pemerkosaan itu.
 Kepada S, putri sulungnya itu mengaku telah hamil karena disetubuhi ayah kandungnya saat pulang sekolah. 
 Tak hanya itu, FN juga mengaku diperkosa ayah kandungnya sebanyak 18 kali.
 ""Dia (MN) ngelakuinnya pas anak saya pulang sekolah dan kadang Sabtu atau Minggu. (Pemerkosaannya) kalau kondisi rumah lagi sepi,"" ucap dia.
FN sempat dipukul dan diancam tak diberi uang jajan jika tak menuruti aksi bejat sang ayah. MN juga meminta anak kandungnya agar tak menceritakan pemerkosaan itu kepada siapa pun.
 ""Anak saya ditampar, pas enggak mau ngelakukan. Dia nolak, ditampar terus mukul juga,"" ucap S. 
 Saat ini, S telah melaporkan kasus pemerkosaan itu ke Polres Tangerang Selatan. 
 Laporan itu teregistrasi dengan nomor: TBL/B/2553/XI/2023/SPKT/POLRES TANGERANG SELATAN/POLDA METRO JAYA, tertanggal 13 November 2023.














",NEWS
Ulas Fitur Unggulan Hyundai Stargazer X buat Berkendara Harian,"JAKARTA, KOMPAS.com - Hyundai Stargazer X hadir dengan desain eksterior yang eksentrik, tapi cukup menarik. Interiornya juga bernuansa modern dan elegan.
Urusan fitur, Hyundai cukup royal menyematkan banyak fitur dan teknologi canggih pada crossover andalannya tersebut. Fiturnya tidak kalah bersaing dengan para kompetitor di kelasnya.
Beberapa fitur yang disematkan Hyundai pada Stargazer X juga membantu saat berkendara, baik untuk kenyamanan, keamanan, hingga kepraktisan.
Kompas.com/Adityo Test drive Hyundai Stargazer X
Pada jok pengemudi, sudah disematkan pengaturan secara elektrik. Meskipun, belum ada memory seat, tapi ini cukup memudahkan penggunanya.
Kemudian, pada setirnya juga terdapat tombol multifungsi untuk mengendalikan sistem audio dan fitur lain pada mobil.
Stargazer X juga sudah dibekali dengan teknologi Advanced Driver Assistance Systems (ADAS) yang disebut dengan Hyundai SmartSense. Teknologi ini meliputi banyak fitur keamanan aktif yang dapat menunjang kenyamanan berkendara.
Hyundai SmartSense meliputi fitur cruise control, high beam assist (HBA), forward collision avoidance assist (FCA), driver attention warning (DAW), lane keeping assist (LKA), lane following assist (LFA), dan blind-spot collision-avoidance assist (BCA), rear cross traffic collision avoidance assist (RCCA), dan safe exit warning (SEW).
Kompas.com/Donny Hyundai Stargazer X
Bahkan, Hyundai juga ikut menyematkan fitur forward and reverse parking distance warning, electronic stability control, auto hold, hill start assist control, dan lainnya.
Dengan kelebihan sebanyak itu, Stargazer X juga memiliki beberapa kekurangan. Mobil ini hanya dilengkapi dengan kamera mundur, belum ada kamera 360.
Padahal, fitur tersebut cukup penting juga saat berkendara di tempat yang sempit atau saat hendak parkir.
Kompas.com/Donny Hyundai Stargazer X
Selain itu, fitur cruise control yang dimiliki Stargazer X belum memiliki kemampuan adaptif. Jadi, fitur ini lebih maksimal jika dipakai berkendara di jalan tol saat ke luar kota. Saat berkendara di dalam kota, akan lebih nyaman jika menggunakan adaptive cruise control.
Stargazer X saat ini dibanderol mulai Rp 325,6 juta (OTR Jakarta) untuk tipe Style dan Rp 336,2 juta (OTR Jakarta) untuk tipe Prime.
Kompas.com/Donny Hyundai Stargazer X
Khusus tipe Prime, pemilihan captain seat harus menambah Rp 1 juta. Selain itu, untuk warna two-tone harus menambah Rp 1,5 juta dan warna dof sebesar menambah Rp 3,5 juta.















",OTOMOTIF
"Kemendikbud Ristek Tindak Lanjuti Pendirian Politeknik Murakata, Wabup HST: Kami Siap Dukung Anggaran dan Kebijakan","KOMPAS.com – Wakil Bupati (Wabup) Hulu Sungai Tengah (HST) Mansyah Sabri mengatakan bahwa pihaknya berkomitmen mendukung pendirian Politeknik Murakata di wilayahnya.
“Pemerintah daerah (pemda) sendiri sudah berkomitmen dan siap mendukung secara anggaran dan kebijakan untuk meningkatkan sumber daya yang lebih baik dan unggul,” katanya dalam siaran pers yang diterima Kompas.com, Rabu (29/11/2023).
Selain itu, lanjut Mansyah, Pemerintah Kabupaten (Pemkab) HST juga berdedikasi untuk terus meningkatkan mutu dan relevansi pendidikan tinggi, dengan tujuan membentuk generasi yang berkualitas tinggi dan siap bersaing, baik di tingkat nasional maupun internasional.
Pernyataan tersebut disampaikan Mansyah saat menyambut kedatangan Tim Evaluator Direktur Jenderal (Dirjen) Pendidikan Vokasi Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi (Kemendikbud Ristek) Republik Indonesia (RI) dan Lembaga Layanan Pendidikan Tinggi (LLDikti) di Pendopo Kabupaten HST, Sabtu (18/11/2023).
Kedatangan tim tersebut bertujuan untuk menindaklanjuti usul pendirian Politeknik Murakata di Kabupaten HST oleh Yayasan Permata Ilmu Banua. Kedatangan mereka juga disambut oleh Anggota Dewan Perwakilan Rakyat (DPR) RI Syaiful Rasyid, Direktur Politeknik Murakata, dan Ketua Yayasan Permata Ilmu Banua.
Dalam sambutanya, Mansyah menyampaikan ucapan selamat datang kepada Tim Evaluator Dirjen Pendidikan Vokasi Kemendikbudristek RI dan LLDikti di Kabupaten HST.
“Kehadiran tim dari Direktorat Jenderal (Ditjen) Pendidikan Vokasi di tengah-tengah kita hari ini merupakan bentuk perhatian dan dukungan pemerintah pusat terhadap pengembangan pendidikan tinggi di Kabupaten HST,” imbuhnya.
Ia berharap, berdirinya Politeknik Murakata di Kabupaten HST dapat bermanfaat bagi para pelajar yang akan melanjutkan pendidikannya sehingga tidak perlu lagi keluar daerah.
Menurut Mansyah, hal tersebut juga dapat menghemat biaya dan meringankan beban para orangtua.
Sebagai dukungan lebih lanjut, ia mengajak seluruh pihak terkait untuk memanfaatkan pembangunan Politeknik Murakata dengan baik.
“Berikan masukan, saran, dan kritik yang membangun agar kita dapat bersama-sama merancang langkah-langkah strategis untuk meningkatkan kualitas pendidikan tinggi di Bumi Murakata,” tuturnya.
Untuk diketahui, politeknik adalah institusi pendidikan tinggi yang fokus pada penerapan ilmu pengetahuan ke dalam praktik industri. Institusi pendidikan ini memiliki tujuan untuk menghasilkan lulusan yang siap pakai dan memenuhi kebutuhan tenaga kerja industri
Rencananya, program studi (prodi) di Politeknik Murakata akan meliputi tiga jurusan. Pertama, Sistem Informatika Diploma Tiga (D3). Jurusan ini mencakup tentang riset dan pengembangan perangkat lunak, jaringan komputer, dan basis data.
Kedua, Teknologi Produksi Tanaman Hortikultura Diploma Empat (D4). Jurusan ini mempelajari tentang riset dan pengembangan tanaman hortikultura.
Ketiga, Bisnis Kreatif D4 yang mempelajari tentang riset pengembangan bisnis kreatif usaha mikro kecil dan menengah (UMKM) dengan teknik modern dan pengolahan kekinian.














",NEWS
"Hingga Oktober 2023, WIKA Gedung Raup Kontrak Baru Rp 3,32 Triliun","Komposisi perolehan kontrak baru itu terdiri dari perkantoran 12,38%, fasilitas publik 25,69%, komersial 2,25%, dan residensial 56,96%.
Di mana perolehan kontrak baru tersebut berasal dari proyek eksternal sebesar 99,96% dan proyek internal (holding) 0,04%.
Rincian kontrak baru itu antara lain Hunian ASN IKN, Pembangunan Gedung Pendidikan & Laboratorium MKGI (Centre of Excellence)-BMKG, Sky House Alam Sutera, Rancang dan Bangun Modern Office Jakarta, Gedung Perkantoran Papua Barat.
Kemudian, Pembangunan Gelanggang Remaja Jakarta Timur & Gelanggang Olahraga (GOR) Cakung Barat, Renovasi Fasilitas Kesehatan dan Peribadatan Cianjur, Pembangunan Gedung Labtek XV ITB.
Lalu, Pembangunan Rumah Dinas & Fasilitas Sosial di Papua Barat, Renovasi Interior Gedung RS Pusat Pertamina, Universitas Muhammadiyah Malang, Hotel Ombilin Padang, serta pekerjaan dekorasi Sky House Alam Sutera Project Phase 2.
Dengan capaian kontrak baru tersebut, kontribusi komposisi dari pemerintah sebesar 84,67%, BUMN 5,07%, dan swasta sebesar 10,26%.
""Capaian ini menunjukkan bahwa bisnis konsesi dan industri modular yang merupakan bagian dari strategi bisnis perseroan (backward & forward), berhasil dalam menopang pendapatan Perseroan,"" ujar Direktur Utama WEGE, Hadian Pramudita dalam keterangan tertulis, Rabu (29/11/2023).
Mengenai kinerja keuangan, per 30 Juni 2023, WEGE membukukan pendapatan sebesar Rp 1,63 triliun, tumbuh 37,31% (YoY) dibandingkan tahun lalu Rp 1,18 triliun.
Segmen konstruksi memberikan kontribusi terhadap pendapatan WEGE sebesar Rp 1,48 triliun atau tumbuh 39,10% (YoY) dibandingkan tahun sebelumnya Rp 1,06 triliun.
Kemudian, segmen industri modular memberikan kontribusi sebesar Rp 118,01 miliar atau tumbuh 21,07% (YoY) dibandingkan tahun sebelumnya Rp 97,48 miliar.
Selanjutnya, segmen konsesi memberikan kontribusi sebesar Rp 30,65 miliar atau tumbuh 24,59% (YoY) dibandingkan tahun sebelumnya Rp 24,60 miliar.
Sementara untuk Laba Bersih WEGE per 30 Juni 2023 tercatat sebesar Rp 17,56 miliar.














",PROPERTI
Makau Kini Buka Penerbangan Langsung dari Indonesia,"KOMPAS.com - Makau membuka penerbangan langsung ke Jakarta pergi pulang (PP) mulai Selasa (28/11/2023).
Dibukanya penerbangan langsung Jakarta-Makau PP menggunakan maskapai penerbangan Air Macau itu diharapkan dapat meningkatkan kunjungan wisatawan asal Indonesia ke destinasi tersebut.
""Dengan diperkenalkannya rute penerbangan langsung baru, yaitu maskapai Air Macau, rute Jakarta-Makau PP yang baru dimulai kemarin (28/11/2023), pengunjung dari Indonesia sekarang dapat menikmati perjalanan yang nyaman ke Makau,"" ujar Deputy Director of Macao Government Tourism Office, Cheng Wai Tong dalam kegiatan jumpa pers di Jakarta, Rabu (29/11/2023).
Dengan penerbangan langsung ini, wisatawan asal Indonesia sekarang tidak perlu repot transit di Hong Kong, sehingga bisa lebih menghemat biaya transportasi dan efisiensi waktu perjalanan.
""Penerbangan langsung Jakarta-Makau PP beroperasi tiga kali dalam sepekan, yakni pada Selasa, Kamis, dan Minggu,"" kata Cheng.
Ia menambahkan, sejak Makau kembali dibuka untuk pariwisata Internasional pada Januari 2023, Makau terus meningkatkan jumlah penerbangan langsung antara Makau dan negara-negara di Asia Tenggara, termasuk Indonesia.
""Makau aktif mempromosikan pariwisata kepada wisatawan mancanegara, termasuk wisatawan dari Indonesia,"" kata Cheng.
Menurutnya, negara-negara di Asia Tenggara khususnya Indonesia memiliki potensi pasar yang besar di sektor pariwisata Internasional.
Bahkan, pada periode Januari sampai 26 November 2023, jumlah wisatawan dari Indonesia yang berkunjung ke Makau mencapai sekitar 120.000.
Angka ini menjadikan Indonesia sebagai negara penyumbang wisatawan terbanyak ketiga di dunia yang datang ke Makau.
A post shared by Kompas Travel (@kompas.travel)














",TRAVEL
"4 Tips Mengurangi Penyimpanan WhatsApp di HP Android, Tidak Perlu Langganan Google One","Melalui kebijakan baru ini pengguna yang melakukan backup chat pun akan memakan kuota penyimpanan awan (cloud) akun Google. Sehingga jika pengguna membutuhkan kapasitas penyimpanan lebih besar, maka mau tidak mau harus berlangganan Google One.
Namun bagi Anda yang tidak berminat berlangganan Google One, terdapat tips lain dalam mengurangi penyimpanan pada WhatsApp di ponsel Android. Apa saja itu? Selengkapnya beberapa hal yang bisa Anda coba.
Tak jarang aplikasi WhatsApp Anda masih menyimpan file foto dan video kirim secara otomatis. Hal inilah yang membuat penyimpanan cepat penuh. Maka dari itu cobalah untuk menonaktifkannya. Berikut ini caranya:
Mirip dengan tutorial pertama, Anda bisa menghapus beberapa riwayat chat yang memiliki kapasitas cukup besar. Berikut caranya:
Tak jarang Anda tentu penasaran dengan berbagai unggahan status pengguna lain. Hal ini yang membuat Anda membuka berbagai status WhatsApp. Status WA yang terlihat inilah yang akan terunduh dan tersimpan di memori internal ponsel. Hal inilah yang membuat penyimpanan akhirnya lebih boros.
Kendati demikian file WA tersebut biasanya akan tersimpan di memori internal bersifat sementara. WhatsApp Status yang tersimpan di memori internal ponsel akan lenyap dalam 24 jam setelah terunduh. Namun tak ada salahnya untuk selektif dalam menyimpan kontak WA agar status WA yang tersimpan juga tidak memenuhi penyimpanan. 
Demikian beberapa tips mengurangi penyimpanan WhatsApp di HP Android dengan mudah.  Selamat mencoba.














",TEKNO
BRI Insurance dan IIS Gelar Edukasi dan Literasi Asuransi Syariah kepada Mahasiswa FSAD ITS,"KOMPAS.com – BRI Insurance (BRINS) kembali bekerja sama dengan Islamic Insurance Society (IIS) untuk menggelar seminar literasi asuransi syariah kepada ratusan mahasiswa Fakultas Sains dan Analitika Data (FSAD) Institut Teknologi Sepuluh Nopember (ITS), Selasa, (28/11/2023).
Kegiatan tersebut mengangkat dua tema, yaitu “Mengenal Asuransi Syariah” yang disampaikan oleh EVP Bisnis Syariah PT BRI Asuransi Indonesia Eka Indria Sari dan tema “Prinsip Dasar Aktuaria dalam Konsep Asuransi Syariah” disampaikan oleh perwakilan dari IIS, Nurdin Kosasih.
Adapun gelaran tersebut digelar dengan tujuan memberikan pengenalan asuransi syariah sejak dini dan edukasi kepada calon-calon aktuaris dari ITS sebelum terjun ke masyarakat, baik sebagai nasabah asuransi syariah maupun sebagai praktisi aktuaris di industri perasuransian syariah.
Hal tersebut sejalan dengan Peraturan Otoritas Jasa Keuangan (POJK) Nomor 69 tahun 2016 yang mewajibkan setiap perusahaan asuransi untuk memiliki tenaga ahli dan aktuaris perusahaan.
Berdasarkan Survei Nasional Literasi dan Inklusi Keuangan OJK pada akhir 2022, tercatat bahwa tingkat literasi keuangan syariah baru mencapai 9,14 persen, sedangkan tingkat inklusi keuangannya hanya 12,12 persen.
Direktur Utama BRI Insurance, Budi Legowo, menjelaskan bahwa kegiatan literasi tersebut merupakan wujud komitmen BRI Insurance dalam mendorong pertumbuhan ekonomi syariah melalui peningkatan iiterasi dan inklusi asuransi syariah, khususnya di kalangan generasi muda.
“BRI Insurance menyadari pentingnya literasi asuransi sejak dini bagi para mahasiswa, khususnya di bidang aktuaria yang sangat relevan bagi dunia perasuransian karena mereka merupakan bibit-bibit penerus bangsa dalam meningkatkan pertumbuhan ekonomi syariah di masa mendatang,” ujar Budi dalam rilis yang diterima Kompas.com, Rabu (29/11/2023).
Merespons hal tersebut, Eka berharap, melalui kegiatan tersebut, para generasi muda menjadi lebih aware mengenai pentingnya memiliki asuransi sebagai proteksi diri sekaligus meningkatkan minat mereka untuk menjadi praktisi professional di bidang asuransi di masa depan.
Selain itu, dengan semangat menjadi mitra tepercaya yang andal untuk solusi perlindungan sesuai dengan visinya, BRI Insurance juga berkomitmen untuk memberikan pelayanan terbaik untuk perlindungan yang aman dan mudah kepada masyarakat lewat proteksi kerugian yang dapat diakses secara mudah melalui aplikasi BRINSMobile dan website www.brins.co.id.

Artikel ini merupakan bagian dari Lestari KG Media, sebuah inisiatif untuk akselerasi Tujuan Pembangunan Berkelanjutan.













",EDUKASI
"Jokowi: Jangan sampai Pemerintah Pusat Bangun Pelabuhan, Jalan Provinsinya Tidak Dikoneksikan"," Hal itu diungkapkannya dalam acara penyerahan Daftar Isian Pelaksanaan Anggaran (DIPA) dan Buku Daftar Alokasi Transfer ke Daerah (TKD) Tahun Anggaran 2024 di Istana Negara, Jakarta Pusat, Rabu (29/11/2023). 
 Dia tidak ingin pembangunan yang telah diupayakan oleh pemerintah pusat tidak dukung oleh pemerintah daerah. 
 ""Khusus untuk pemerintah daerah perkuat sinergi dan harmonisasi dengan kebijakan pemerintah pusat. Jangan sampai nanti pemerintah pusat bangun waduk, irigasinya yang itu tugasnya daerah tidak dilakukan, untuk apa?"" kata Jokowi dalam acara tersebut, Rabu.
Kepala Negara meminta agar pemerintah daerah meneruskan pembangunan infrastruktur pendukung di daerah masing-masing sesuai kewenangannya.
 Sebab, pembangunan infrastruktur oleh pemerintah pusat tidak ada gunanya bila tidak didukung oleh pembangunan infrastruktur pendukung di daerah. 
 ""Sudah bangun pelabuhan gede, jalan provinsi jalan kabupaten/kotanya tidak dikoneksikan dengan pelabuhan itu, untuk apa,"" ujar Jokowi. 
 ""Sudah bikin jalan tol, mestinya pemerintah provinsi, kabupaten/kota menyambungkan dengan kawasan industri, kawasan wisata, kawasan pertanian, kawasan perkebunan, tidak dilakukan. Ini yang perlu saya tekankan. Sekali lagi, sinergi dan harmonisasi biar inline semuanya,"" tutur Jokowi.
Lebih lanjut, Jokowi meminta pemda memanfaatkan dana transfer daerah untuk perbaikan layanan publik.
Hal itu meliputi pendidikan, kesehatan, infrastruktur, sekaligus mengembangkan alternatif inovasi-inovasi pembiayaan.
 ""Agar segera juga tetap menjaga iklim investasi karena kunci pertumbuhan ekonomi sekarang ini hanya satu, investasi. Karena yang lain berat, sehingga kuncinya investasi, sehingga iklim investasi di seluruh daerah, di seluruh Tanah Air, harus kita jaga betul,"" kata dia.














",NEWS
Intip Bocoran Dividen Final AKR Corporindo Tahun Depan,"Presiden Direktur PT AKR Corporindo Tbk (AKRA) Haryanto Adikoesoemo mengatakan, perusahaan memang selalu membagikan dividen interim 2 hingga 3 kali dalam setahun. 
“Tahun ini kita sudah membagikan 2 kali dividen ineterim berbasis laporan keuangan per Juni dan laporan keuangan September ini yang sudah keluar,” kata Haryanto dalam Public Expose Live, Selasa (28/11/2023).
“Dengan ini kita sudah memabgikan Rp 1,4 triliun dividen pada 2023,” tambahnya.
Haryanto mengatakan, dividen final nantinya akan bergantung pada financial audit yang akan keluar pada Maret-April 2024 mendatang yang diputuskan dalam Rapat Umum Pemegang Saham (RUPS).
“Mudah-mudahan bisa bagikan dividen final. Mudah-mudahan dengan cash flow yang kuat dan juga profitabilitas yang naik kita tetap bagikan dividen yang menarik untuk investor,” jelanya.
Haryanto menjelaskan, dalam lima tahun terakhir, pembagian dividen AKRA terus mengalami peningkatan dengan pay out ratio 50-65 persen dan yield 6-8 persen.
Dia menjelaskan, dengan disiplin dan bisnis model yang kompetitif, laba AKRA selama 5 tahun terakhir konsisten dimana Ratio on Equity (ROE) lebih dari 21 persen dan Ratio on Asset (ROA) sebesar 7,9 p untuk 9 bulan tahun 2023. Perusahaan juga mengaku memiliki aliran kas yang kuat sehingga dapat mendanai operational.
“Posisi kas kami saat ini lebih tinggi dibandingkan utang. Itu sebabnya kami telah memberikan dividen yang tinggi selama 5 tahun terakhir,” jelasnya.
“Saya optimis pertumbuhan ekonomi di Indonesia akan semakin mengingkat, dan di sisi lain semakin banyak smelter yang beroperasi, akan mendorong kami tetap bertumbuh di tahun - tahun mendatang,” sambungnya.
Pada pembagian dividen interim pertama, AKRA membagikan Rp 50 per saham kepada para pemegang saham. Sementara itu, untuk dividen interim kedua, AKRA membagikan Rp 50 per saham kepada para pemagang saham. Sehingga total dividen interim yang dibagikan AKRA hingga saat ini adalah Rp 75 per saham.














",MONEY
"JJLS Ruas Tepus-Girisubo Tersambung, Mobilitas Warga Gunungkidul Jadi Lebih Cepat","""Sudah selesai, tetapi memang belum sempurna. Kalau saya lihat masih ada beberapa perbaikan,"" kata Panewu (Camat) Girisubo, Slamet Winarno saat dihubungi melalui telepon Rabu (29/11/2023).
Dikatakannya, dengan adanya akses jalan baru ini bisa memudahkan mobilitas masyarakat. Dalam hal ini untuk ke Wonosari ataupun ke wilayah lainnya.
Saat menggunakan jalan yang lama, dia membutuhkan waktu 30 menit untuk ke wilayah Kalurahan Balong. Setelah adanya JJLS, dirinya hanya butuh waktu sekitar 10 menit.
""Bisa memangkas beberapa kilometer, karena kan jalannya diluruskan,"" kata Slamet.
Slamet berharap masyarakat dapat memanfaatkan kemudahan akses ini dengan baik. Selain itu juga bisa meningkatkan perekonomian warga sekitar.
Sebab, wilayah Girisubo yang berada di sisi ujung timur DIY memiliki banyak lokasi wisata. Dengan jalan baru ini diharapkan juga meningkatkan kunjungan wisata.
Apalagi ada rest area pertama di Indonesia yang ada di jalan nasional.
""Semoga perekonomian meningkat setelah adanya JJLS,"" kata dia.
Salah seorang warga Kalurahan Balong, Sumargiyono mengatakan, dirinya setiap hari ke kota Wonosari untuk bekerja. Sebelum ada JJLS, untuk ke Wonosari ditempuh dengan waktu hampir 1 jam.
Saat bisa memangkas waktu 15 sampai 20 menit.
""Lumayan sekarang lebih cepat, dan jalannya masih halus karena baru. Yang belum ada penerangannya,"" kata dia.
Sarga Girisubo, Handoko mengatakan, setelah selesainya pengaspalan, tidak ada lagi jalur yang ditutup.
""Satu minggu lalu sudah dibuka semua. Adapun ruasnya mulai dari Kalurahan Purwodadi hingga Girisubo,"" kata Handoko. 














",REGIONAL
"Harga dan Link Pembelian Tiket Konser YOASOBI di Jakarta, Dijual Mulai 1 Desember 2023","Konser bertajuk ""Asia Tour 2023-2024 Yoasobi Live in Jakarta"" akan diadakan pada 16 Januari 2024 di Istora Senayan, Jakarta.
Hal tersebut diumumkan melalui akun Instagram resmi PK Entertaiment @pkentertainment.id selaku promotor konser tersebut.
""@yoasobi_staff akan datang ke Jakarta untuk tur Asia di tahun 2024 pada 16 Januari 2024 di Istora Senayan,"" tulis akun tersebut, Minggu (26/11/2023).
YOASOBI merupakan duo beranggotakan komposer Ayase dan vokalis Ikura asal Jepang. Mereka kerap mengubah cerita di novel menjadi musik.
Lagu debut YOASOBI ""Into The Night"" yang dirilis pada 2019 menduduki puncak tangga lagu di Jepang dan beberapa negara dunia.
Konser ""Asia Tour 2023-2024 Yoasobi Live in Jakarta"" merupakan pertunjukkan solo pertama YOASOBI di Indonesia.
Pihak promotor pun sudah mengumumkan harga tiket, seatplan, dan cara pembelian tiket konser YOASOBI di Indonesia.
Berikut informasi lengkap seputar penjualan tiket konser YOASOBI di Jakarta:

Dilansir dari akun Instagram PK Entertaiment, konser YOASOBI akan diadakan di Istora Senayan, Jakarta.
A post shared by PK Entertainment (@pkentertainment.id)
Terdapat empat kategori tempat duduk bagi para penonton konser tersebut. Berikut daftar harganya:
Tiket untuk kategori Festival adalah free standing sehinga penonton berdiri saat menyaksikan konser. Sementara penonton kategori CAT mendapatkan tempat duduk bernomor.
Harga tiket konser tersebut belum termasuk pajak 15 persen, biaya administrasi 5 persen, dan biaya lain-lain.
Penonton kategori CAT 1 akan mendapatkan lanyard dan poster.
Penonton yang berada di kategori numbered seating atau CAT 1, 2, dan 3 akan mendapatkan nomor kursi setelah pembayaran tiket.














",TREN
