Judul,Berita,Topik
AirAsia Tunda Pindah Penerbangan Domestik ke Terminal 2 Bandara Soekarno-Hatta,"KOMPAS.com - Maskapai Indonesia AirAsia menunda rencana relokasi seluruh penerbangan domestik ke Terminal 2 Bandara Internasional Soekarno-Hatta (CGK) di Tangerang, Banten, yang sebelumnya dijadwalkan pada Rabu (6/12/2023).
Saat ini, seluruh penerbangan domestik AirAsia masih beroperasi di Terminal 1A Bandara Internasional Soekarno-Hatta. 
""Penundaan ini kami lakukan untuk memastikan kesiapan dan kenyamanan dalam memberikan pengalaman perjalanan yang terbaik kepada seluruh penumpang Indonesia AirAsia yang melakukan rute perjalanan domestik,"" kata Direktur Operasi Indonesia AirAsia, Capt. Wuri Septiawan dalam keterangannya, Sabtu (2/12/2023). 
Capt. Wuri menambahkan, penundaan rencana relokasi ini juga dilakukan guna menjaga kualitas pelayanan Indonesia AirAsia.
Tidak hanya itu, penundaan ini juga demi menjaga kepercayaan penumpang yang kerap melakukan perjalanan domestik melalui bandara tersebut.
SHUTTERSTOCK/ABAH BARATAWIRIA Ilustrasi pesawat milik AirAsia Indonesia di Bandara Internasional Soekarno-Hatta. 
""Indonesia AirAsia menyarankan seluruh calon penumpang dapat memeriksa email dan SMS untuk mendapatkan notifikasi terkait dengan jadwal penerbangan,"" kata Wuri. 
""Serta check-in dan mencetak kembali boarding pass-nya melalui aplikasi airasia MOVE (dahulu airasia SuperApp) atau situs web airasia.com,"" sambungnya. 
Untuk informasi terkait lokasi dan pilihan transportasi dari dan menuju Terminal 1A, calon pelaku perjalanan bisa mengecek situs web Bandara Internasional Soekarno-Hatta.
Adapun tiket penerbangan dapat dipesan melalui aplikasi airasia MOVE, situs web AirAsia, biro perjalanan daring dan agen penjualan tiket resmi lainnya.
Sementara itu, pemesanan tiket rombongan berjumlah 10 orang atau lebih bisa dilakukan dengan menghubungi layanan Group Desk AirAsia melalui email ke groupbooking_id@airasia.com.
 














",TRAVEL
"Data Analyst Jadi Profesi Paling Dibutuhkan, Ini Rekomendasi Jurusan Kuliahnya","KOMPAS.com - Pekerjaan paling bersinar di masa depan menurut World Economic Forum atau WEF 2023 salah satunya adalah data analyst. WEF memprediksi, pekerjaan ini banyak membuka peluang kerja sampai tahun 2030.
Secara garis besar, pekerjaan data analyst adalah menganalisa data yang dimiliki perusahaan. Melansir Universitas Multimedia Nusantara, data analyst adalah profesi yang tugasnya membaca serta menganalisis data yang ada dari perusahaan dalam rangka keberlangsungan perusahaan tersebut.
Di era digitalisasi seperti sekarang, profesi terkait pengolahan data sangat menjamur dan dibutuhkan oleh perusahaan-perusahaan. Selain data analyst ada juga data engineer dan data scientist.
Di Indonesia sendiri sudah banyak kampus yang memiliki jurusan kuliah yang lulusannya dapat berkarier di bidang pekerjaan ini.
Berikut jurusan kuliah pilihan untuk daftar tahun 2024 untuk siswa yang ingin menjadi data analyst.
1. Ilmu komputer
Ada banyak Perguruan Tinggi Negeri (PTN) yang punya jurusan Ilmu Komputer. Misalnya, Institut Teknologi Bandung (ITB), Institut Teknologi Sepuluh Nopember (ITS), Universitas Brawijaya (UB) dan masih banyak lagi.
2. Jurusan Teknik Informatika
Lulusan jurusan ini juga bisa menjadi salah satu jurusan yang berkaitan dengan data analyst.
Jurusan ini menangani masalah transformasi atau pengelolaan data dengan proses logika. Karen itu skill-nya cocok dengan pekerjaan ini.














",EDUKASI
"Lansia di Makassar Meninggal Usai Terapi Air Laut, Diduga Terkena Serangan Jantung","Pria berusia 65 tahun itu tewas diduga lantaran terkena serangan jantung saat berendam. SD dinyatakan meninggal dunia dalam perjalanan menuju rumah sakit.
Kapolsek Tamalate AKP Aris Sumarsono membenarkan perihal peristiwa nahas yang dialami pria lanjut usia (Lansia) itu. Kata dia, peristiwa itu terjadi saat SD bersama rombongan tengah melakukan terapi kesehatan rutin.
""Mereka ini rombongan (melakukan) terapi sekitar jam 06.00 Wita, terus merendam pake pelampung,"" jelas Aris saat dikonfirmasi awak media, Sabtu siang.
Kata Aris, saat berendam SD tak sadarkan diri. Rekan SD pun panik dan langsung mengevakuasi SD ke tepi pantai.
""Ini temannya curiga, karena setelah (disentuh) tidak menyahut dan ternyata tidak sadarkan diri. Jadi setelah itu ditarik ke atas,"" ucapnya.
SD yang diketahui merupakan pensiun pegawai BUMN ini pun langsung dilarikan ke rumah sakit (RS) terdekat untuk mendapatkan pertolongan.
Namun, saat dalam perjalanan SD sudah dinyatakan meninggal dunia. Keluarga pun langsung membawa jasad SD ke rumah duka untuk semayamkan.
""(Keluarga) tidak keberatan karena masih dianggap wajar. Tidak mau diautopsi dan dibawah pulang. Korban (SD) ini sakit jantung, bukan tenggelam, merendam badannya, kambuh penyakitnya,"" tandasnya.
Berdasarkan informasi, SD memang sudah lama memiliki riwayat penyakit jantung dan baru sekitar satu bulan menjalani terapi kesehatan air laut.














",REGIONAL
4 Cara Simpan Kentang Kupas agar Tidak Berubah Kecoklatan,"KOMPAS.com - Kentang kupas mirip dengan apel. Dapat berubah warna bila dibiarkan terlalu lama setelah dipotong-potong.
Sebenarnya, perubahan warna kentang kupas menjadi kecoklatan tidak memengaruhi proses masaknya, tetapi tampilannya tentu berbeda.
Hindari perubahan warna pada kentang kupas dan potong dengan melakukan tips yang dilansir dari Southern Living berikut ini.
Jangan menyetok kentang. Sengaja mengupasnya dalam jumlah banyak, lalu membiarkannya di suhu ruang.
Hal ini akan membuat kentang berubah kecoklatan sebelum dimasak sehingga dinilai tidak efektif.
Sebaiknya, kupas kentang ketika ingin memasak untuk menghindari perubahan warna pada bahan makanan ini.
PIXABAY/ Christos Giakkas Ilustrasi kentang kupas
Setelah mengupas dan memotong kentang, masukkan ke dalam air es.
Cara ini dapat mencegah kentang kupas kecoklatan, bahkan hingga satu hari setelahnya bila disimpan di lemari es.
Bahan asam, seperti cuka dan jus lemon, dapat menghambat perubahan warna kentang menjadi kecoklatan.
Teteskan jus lemon atau cuka secukupnya ke dalam rendaman kentang setelah dikupas dan dipotong
Jenis bahan dari wadah yang digunakan juga bisa memengaruhi perubahan warna pada kentang.
Kamu bisa menggunakan wadah kaca sebagai pilihan tepat untuk merendam kentang kupas.
Wadah berbahan logam justru akan mempercepat perubahan warna kentang kupas menjadi kecoklatan.














",FOOD
"BPOM Ungkap Kosmetik Ilegal yang Mengandung Merkuri, Ini Bahayanya pada Kesehatan","Berdasarkan hasil patroli siber pada Januari-September 2023, terdapat lima kosmetik berbahaya dan ilegal yang masih beredar di marketplace.
""Terhadap temuan ini ditindaklanjuti dengan mengajukan permohonan penutupan atau pemblokiran website ke Kementerian Komunikasi dan Informatika, serta suspend toko online kepada marketplace,"" kata BPOM dikutip dari Kompas.com, Senin (27/11/2023).
Temuan kosmetik berbahaya ini adalah hasil pengawasan BPOM secara daring sesuai dengan Peraturan BPOM Nomor 8 Tahun 2020 tentang Pengawasan Obat dan Makanan yang Diedarkan secara Daring sebagaimana telah diubah dengan Peraturan BPOM Nomor 32 Tahun 2020.
Adanya temukan tersebut, BPOM memastikan akan menarik peredaran serta memusnahkan produk kosmetik yang mengandung bahan berbahaya tersebut.
Lantas, apa bahaya merkuri yang terkandung dalam kosmetik?

Dokter spesialis kulit dari Vivaldy Skin Clinic sekaligus dosen di Fakultas Kedokteran Universitas Mataram, Dedianto Hidajat mengatakan, penggunaan merkuri pada kosmetik dapat menyebabkan beberapa kondisi serius.
Merkuri sendiri adalah salah satu jenis logam berat yang berbahaya yang sebaiknya dijauhkan dari tubuh.
Selain itu, merkuri juga tergolong toksik, tahan urai, dan dapat terakumulasi di dalam tubuh.
""Efek merkuri pada kulit ada 2, yaitu yang segera terjadi dan yang kronis atau pada penggunaan jangka panjang,"" ujarnya kepada Kompas.com, Selasa (28/11/2023).
Dedi melanjutkan, efek merkuri pada kulit yang bisa terlihat dalam jangka pendek yakni membuat kulit cepat menjadi putih. Namun, putih yang dihasilkan tidaklah natural, melainkan tampak seperti pucat.
Kemudian, pada efek jangka panjangnya dapat menimbulkan ruam kemerahan, kulit mudah terkelupas, mudah iritasi, sensitif, serta membuat kulit menipis.
Dedi menyampaikan, saat seseorang menggunakan produk yang mengandung merkuri meski hanya sebentar, maka penggunanya masih bisa mengalami efek samping tersebut.
""Penggunaan jangka pendek pun masih bisa mengalami efek samping tersebut, meskipun efeknya tidak spesifik. Ini karena merkuri bisa terserap ke dalam organ dalam tubuh,"" terangnya.
wikimedia.org Merkuri yang berwujud cair














",TREN
Tanggung Jawab Hukum dan Kiat Menghindari Halusinasi AI,"JAGAT teknologi digital memang istimewa. Selain melahirkan beragam invensi dan kekayaan intelektual, mengubah prinsip-prinsip hukum, juga kaya akan istilah baru.
Terminologi itu secara bebas merdeka diserap dari berbagai disiplin ilmu lain, contoh yang tengan trending topic adalah istilah halusinasi AI (AI hallucination).
Gara-gara memiliki konotasi baru yang dikaitkan dengan AI, kata 'halusinasi' sukses dinobatkan sebagai kata terbaik tahun ini “The Cambridge Dictionary World of The Year 2023”.
Halusinasi secara konservatif adalah keadaan saat seseorang mendengar, melihat, mencium, atau merasakan sesuatu yang tampak nyata, tetapi hanya ada dalam pikiran (National Health Service UK, 2022).
Halusinasi tentu bisa terjadi pada manusia, makhluk yang tidak hanya memiliki logika, tapi juga menggunakan panca indera. Namun istilah ini menjadi istimewa, saat dikaitkan dengan ""prilaku"" AI, sistem teknologi yang tak memiliki emosi dan nir-hati nurani.
Istilah “AI hallucination” dalam praktik terjadi saat luaran AI sangat berbeda dari data yang dilatihkan.
Informasi yang bisa salah dan menyesatkan itu tersusun dengan bahasa yang runtut, frasa dan kalimat “logis sistematis” dan nyaris sempurna layaknya data berbasis fakta.
Pengguna tentu bisa terkecoh. Apalagi setelah pertanyaan diulangi beberapa kali, platform AI generatif itu, misalnya, tetap pada jawaban sama, kadang pakai ""ngotot"" pula.
Jan Ulrych dalam tulisannya “Data Lineage Sheds Light on Generative AI’s Hallucination Problem” (18/8/2023), menyatakan bahwa kejadian halusinasi AI generatif, bergantung pada data yang dilatihkan. Karena data ini yang digunakan untuk membangun idenya.
Menurut dia, dibutuhkan data berkualitas tinggi untuk menghasilkan informasi berkualitas tinggi.
Ia mengingatkan, halusinasi terjadi karena pada dasarnya sifat algoritma adalah menghasilkan luaran berdasarkan probabilitas dan statistik, bukan pemahaman sebenarnya tentang konten.
Jika kita cermati fenomena ini juga kemungkinan terkait dengan model dan struktur pertanyaan yang diajukan pengguna. Reaksi AI, seringkali berbeda ketika konten yang sama diajukan dengan model dan struktur frasa yang berbeda.
Rob Waugh, seorang penulis teknologi digital, dalam tulisannya berjudul “Breakthrough offers a new way to stop AI 'hallucinating' and making up facts 14/11/2023”, menyatakan, bahwa sebuah terobosan teknologi, dapat membantu mengatasi masalah halusinasi AI.
Rob menyebut teknik baru, yang disebut Prediction-powered inference (PPI) untuk mengoreksi luaran model. PPI bisa memperbaiki kesalahan yang mungkin terjadi.
Sementara itu, Michael Jordan, profesor teknik elektro dan ilmu komputer dan statistik terkemuka di Universitas California Berkeley, mengatakan bahwa model-model ini dapat menjawab banyak pertanyaan.














",TEKNO
PIS dan KARPOWERSHIP Jalin Kerja Sama untuk Kembangkan Infrastruktur Energi Bersih,"KOMPAS.com - PT Pertamina International Shipping (PIS) Sub Holding Integrated Marine Logistics (SH IML) PT Pertamina (Persero) resmi menjalin kerja sama dengan perusahaan ternama asal Turki, KARPOWERSHIP.
Kerja sama tersebut merupakan terobosan bagi kedua pihak untuk melakukan pengembangan infrastruktur energi bersih, baik demi memenuhi kebutuhan Indonesia maupun regional dan global.
Melalui perjanjian itu, kedua perusahaan kini akan mulai mengeksplor peluang-peluang bisnis untuk menghadirkan terobosan di lanskap energi, utamanya di Indonesia.
Adapun area fokus utama kerja sama keduanya mencakup kapal pembangkit listrik dengan teknologi powership termutakhir, pengembangan infrastruktur gas cair seperti floating liquified natural gas (FLNG), proyek infrastruktur LNG, floating storage regasification unit (FSRU), dan distribusi liquified natural gas (LNG).
Selain itu, sebagai komitmen dalam mendukung transisi energi yang berkelanjutan, kedua pihak juga akan bekerja sama dalam studi ekstensif di bidang pengembangan infrastruktur.
Kedua pihak pun juga akan mengembangkan fasilitas dan pengangkutan bahan bakar energi baru terbarukan, seperti hidrogen, ammonia, methanol, dan biofuel.
Untuk diketahui, perjanjian kerja sama tersebut ditandatangani oleh Chief Executive Officer (CEO) PIS Yoki Firnandi dan Founding Partner atau Pendiri KARPOWERSHIP Nuri Dogan Karadeniz.
Momen penandatanganan itu disaksikan secara langsung oleh Sekretaris Kementerian Badan Usaha Milik Negara (BUMN) Rabin Indrajad Hattari dan Direktur Utama PT Pertamina Nicke Widyawati.
Penandatanganan kerja sama tersebut dilakukan bersamaan dengan berlangsungnya konferensi United Nations Framework on Climate Change Conference (UNFCCC) COP-28.
Keikutsertaan Pertamina dan KARPOWERSHIP dalam UNFCCC COP-28 pun merupakan bentuk komitmen kedua perusahaan untuk menyediakan energi yang lebih ramah lingkungan demi menahan pemanasan global agar tetap berada di bawah angka 1,5 derajat Celcius.
Rabin mengatakan, kerja sama antara Pertamina dan KARPOWERSHIP tak sekadar kerja sama bisnis semata, tetapi juga sebagai bentuk komitmen keduanya untuk menjaga bumi dan keberlanjutan generasi mendatang.
“Hari ini, Pertamina yang merupakan kebanggaan Indonesia di sektor energi kembali melakukan lompatan besar bersama mitra bisnisnya untuk bisnis yang berkelanjutan,” ujar Rabin dalam siaran pers yang diterima Kompas.com, Sabtu (2/12/2023).
Sementara itu, Nicke menjelaskan bahwa kerja sama antara PIS dan KARPOWERSHIP adalah wujud komitmen transisi energi untuk mendukung target net zero emission (NZE) 2060.
“Kerja sama bukan hanya existing business saja, tapi juga eksplorasi potensi bisnis lain untuk mengoptimalisasi aset-aset yang ada, seperti fasilitas floating mini LNG dan floating compressed natural gas (CNG). Kami yakin, pengembangan ini merupakan kunci transisi energi karena gas merupakan bridging menuju energi terbarukan,” jelas Nicke.
Senada dengan Rabin dan Nicke, Yoki menuturkan bahwa kerja sama dengan KARPOWERSHIP tidak bertujuan hanya untuk mencari peluang bisnis semata, tetapi juga mendorong percepatan perusahaan untuk mewujudkan visi jangka panjangnya.
Dok. Pertamina Pertamina berharap, kerja sama denga KARPOWERSHIP dapat mendorong percepatan perusahaan untuk mewujudkan visi jangka panjangnya.
“Bekerja sama dengan global company adalah capaian lagi bagi PIS untuk semakin nyata menjadi perusahaan shipping dan logistik maritim yang ternama di skala global,” tutur Yoki.
Yoki menambahkan, upaya kolaboratif yang dijalin oleh PIS, diharapkan dapat semakin mendorong adanya perubahan positif di sektor energi lewat penggabungan keahlian KARPOWERSHIP di bidang pembangkit listrik modular yang efisien dan komitmen PIS guna mendukung transisi dan inisiasi energi yang berkelanjutan.
“Kemitraan ini juga diharapkan dapat membentuk kerangka kerja yang fleksibel bagi kedua belah pihak untuk menjajaki bisnis yang menguntungkan dan berkontribusi terhadap pembangunan ekonomi Indonesia. Kolaborasi ini juga bertujuan untuk mempercepat transisi global menuju sumber energi yang lebih bersih dan berkelanjutan,” terang Yoki.














",NEWS
"5 Efek Samping Konsumsi Nangka, Waspadai Potensi Kantuk Berlebih","KOMPAS.com - Nangka, buah dengan kulit berduri, adalah salah satu buah eksotik yang mudah dijumpai di Indonesia.
Berbeda dengan kulit luar yang kasar, isi buah ini memiliki tampilan lembut yang terdiri dari serat-serat berwarna kuning saat matang.
Saat belum masak, masyarakat kerap mengolah nangka menjadi pengganti daging karena teksturnya yang mirip dengan daging suwir.
Rasa manis daging buah dari pohon buah terbesar di dunia ini pun mirip dengan kombinasi beragam bahan pangan, seperti apel, nanas, mangga, dan pisang.
Dilansir dari laman Healthline, nangka tidak hanya menawarkan rasa manis dan nikmat, tetapi juga membawa banyak manfaat bagi kesehatan.
Nangka dapat menjadi sumber energi karena mengandung lebih dari 90 persen kalori yang berasal dari karbohidrat.
Buah ini juga memiliki skor indeks glikemik (GI) yang cukup rendah, sehingga relatif tidak menaikkan kadar gula darah.
Selain itu, nangka menyediakan sejumlah protein yang dapat membantu mencegah kadar gula darah naik terlalu cepat setelah makan.
Kandungan vitamin A dan C dalam buah bernama ilmiah Artocarpus heterophyllus ini turut meningkatkan kekebalan tubuh dan membantu mencegah infeksi penyakit.
Buah nangka juga dilengkapi kandungan kalium yang membantu menurunkan tekanan darah, sehingga memperkecil risiko penyakit jantung.
Lantas, adakah efek samping nangka?

Umumnya, tidak ada risiko besar terkait mengonsumsi nangka. Dengan demikian, buah ini relatif aman dikonsumsi oleh sebagian besar orang.
Namun, beberapa orang mungkin perlu membatasi atau bahkan menghindari untuk mengonsumsi nangka.
Berikut beberapa efek samping nangka yang mungkin terjadi:
Meski mengandung banyak manfaat bagi kesehatan, orang-orang tertentu yang memiliki alergi terhadap nangka perlu menghindarinya.














",TREN
"Diperingati Setiap 2 Desember, Ini Sejarah Hari Internasional Penghapusan Budak","KOMPAS.com - Setiap 2 Desember, diperingati sebagai hari internasional untuk penghapusan budak atau International Day for the Abolition of Slavery.
Peringatan ini merujuk pada tanggal diadopsinya Konvensi PBB tentang Pemberantasan Perdagangan Manusia dan Eksploitasi Pelacuran oleh Pihak Lain (resolusi 317 ( IV) tanggal 2 Desember 1949).
Tujuan peringatan hari penghapusan budak ini adalah menghilangkan bentuk-bentuk perbudakan kontemporer, seperti perdagangan manusia, eksploitasi secara seksual, dan perbudakan pada anak.

Adanya konvensi tersebut dilatarbelakangi oleh praktik perbudakan pada era kolonialisasi yang terjadi sejak beberapa dekade sebelumnya, dilansir dari CNBC TV18.
Pada abad ke-17, misalnya, orang-orang dari berbagai negara Afrika diangkut ke Amerika Serikat dan dipaksa untuk menjadi budak di perkebunan milik orang kulit putih.
Orang-orang Afrika ini juga dipaksa menjadi budak beberapa industri di Amerika Serikat, seperti industri tembakau dan kapas, dikutip dari National Today.
Para ahli sejarah meyakini, diperkirakan 6-7 juta orang terjebak dalam perbudakan selama abad ke-18 dan didominasi oleh orang Afrika.
Melihat fenomena ini, presiden Amerika Serikat pada masa itu, Abraham Lincoln kemudian mengeluarkan proklamasi emansipasi pada 22 September 1862.
Selanjutnya, pada 1 Januari 1863, Lincoln secara resmi mengumumkan penghapusan status budak di seluruh negara bagian di Amerika Serikat.
Proklamasi ini membebaskan setidaknya 3 juta orang yang diperbudak di Amerika Serikat pada masa itu.
Seiring berkembangnya waktu, ada beberapa bentuk perbudakan lama yang berubah menjadi perbudakan baru, seperti pernikahan paksa dan melibatkan anak di dalam perang sipil.
Bentuk-bentuk perbudakan di masa kini umumnya dilatarbelakangi oleh diskriminasi yang menimpa kelompok rentan dalam masyarakat, seperti suku minoritas, golongan masyarakat kelas bawah, dan masyarakat adat.
Oleh karena itu, PBB saat ini tak hanya berfokus pada bentuk perbudakan lama saja, tetapi juga pada perbudakan modern.
Berdasarkan data PBB, sebanyak 52 persen budak dapat dijumpai pada negara dengan pendapatan menengah ke atas atau negara yang tergolong memiliki pendapatan tinggi.
Sementara Organisasi Buruh Internasional (ILO) mencatat, sekitar 50 juta orang masih berada dalam perbudakan modern yang tersebar di seluruh dunia.
Perempuan dan anak-anak menjadi golongan masyarakat yang berada dalam posisi paling rentan terhadap perbudakan.














",TREN
5 Daerah di Jawa Tengah dengan UMR 2024 Tertinggi,"Besaran UMK Jateng 2024, atau yang dulu disebut Upah Minimum Regional (UMR) Tingkat II, tertuang dalam Surat Keputusan Gubernur Jawa Tengah Nomor 561/57 Tahun 2023 tanggal 30 November 2023.
Dilansir dari informasi resmi, dari semua kabupaten/kota di wilayah Jateng, UMR tertinggi Kota Semarang sebesar Rp 3.243.969, sedangkan UMR terendah Kabupaten Banjarnegara sebesar Rp 2.038.005.
Lantas, mana kabupaten/kota yang masuk dalam lima besar UMR Jateng 2024 tertinggi?
Lima kabupaten/kota di wilayah Jawa Tengah yang memiliki UMR atau UMK tertinggi sebagai berikut:
Dituliskan bahwa penetapan UMR Jateng 2024 sudah mempertimbangkan inflasi provinsi, pertumbuhan ekonomi kabupaten/kota, dan nilai alfa yang ditentukan dengan mempertimbangkan tingkat penyerapan tenaga kerja dan median upah.
Dalam perhitungan penyesuaian nilai upah minimum provinsi, menggunakan data dari Badan Pusat Statistik (BPS).
Perlu digarisbawahi, UMK atau UMR tahun 2024 di kabupaten/kota Jawa Tengah ini hanya berlaku bagi pekerja dengan masa kerja kurang dari satu tahun.
Sementara itu, bagi pekerja atau buruh yang telah bekerja lebih dari satu tahun, besaran upah berpedoman pada struktur skala upah.
Regulasi mengenai struktur skala upah di tingkat Provinsi Jawa Tengah tertuang dalam Surat Edaran Gubernur Nomor 561/0017430 tentang Struktur dan Skala Upah Perusahaan di Jawa Tengah tahun 2024.
Inilah ulasan mengenai lima daerah di wilayah Jateng yang memiliki UMR atau UMK tertinggi. Daftar lengkap UMR di semua kabupaten/kota wilayah Jateng tahun 2024 bisa diakses di sini.















",MONEY
"Debat Cawapres dengan Format Baru, TPN Ganjar-Mahfud: Ini Akal-akalan KPU","JAKARTA, KOMPAS.com - Deputi Hukum Tim Pemenangan Nasional (TPN) Ganjar Pranowo-Mahfud MD, Todung Mulya Lubis menyebut, berubahnya format debat calon wakil presiden (cawapres) sebagai akal-akalannya Komisi Pemilihan Umum (KPU).
Menurut Todung, KPU semestinya menjalankan perintah undang-undang perihal pelaksanaan debat yang menampilkan khusus cawapres pada Pemilihan Presiden (Pilpres) 2024.
""Menurut saya ini akal-akalan yang tidak boleh kita terima. Kita mesti konsisten menjalankan apa yang ditulis undang-undang, kecuali undang-undang diubah. Kalau diubah itu caranya juga mesti minta DPR dan pemerinah untuk melakukan perubahan itu,"" kata Todung dalam konferensi pers virtual, Sabtu (12/2/2023).
Sebagai informasi, debat capres dan cawapres diatur di dalam Pasal 277 Undang-Undang (UU) Nomor 7 Tahun 2017 tentang Pemilu.
Pasal ini menyebutkan debat capres dan cawapres digelar lima kali. Porsinya, tiga kali untuk capres dan dua kali untuk cawapres.
Debat capres dan cawapres juga diatur di dalam Keputusan KPU Nomor 1621 Tahun 2023 tentang Pedoman Teknis Pelaksanaan Kampanye Pemilihan Umum (Pemilu).
Merujuk adanya aturan ini, Todung menegaskan Ketua KPU Hasyim Asyari dan KPU secara kelembagaan tidak berhak mengubah format debat capres dan cawapres karena sudah diatur di dalam UU.
""Sudah diatur dalam peraturan KPU. Jadi kalau KPU mengatakan bahwa debat tetap lima kali, dan capres-cawapres akan hadir dalam setiap debat, yang beda itu cuma format bicaranya, porsi bicaranya,"" tegas Todung.
Todung menyatakan, pemberian porsi debat untuk cawapres penting dilakukan. Sebab, cawapres juga perlu membuktikan kepada publik mengenai visi, komitmen, kemampuan, dan kesiapannya maju di Pilpres 2024.
""Publik tidak bodoh bahwa cawapres itu bukan semata-mata ban serep, cawapres itu punya peran yang sangat strategis, penting,"" katanya.
Diketahui, pada Pilpres 2024, KPU tidak akan menggelar debat yang khusus hanya diikuti oleh calon presiden dan calon wakil presiden.
KPU memang mengatur bahwa lima debat yang diselenggarakan akan terbagi dalam tiga kali debat calon presiden dan dua kali debat calon wakil presiden.
Hanya saja, dalam lima debat tersebut, para calon presiden dan calon wakil presiden akan sama-sama naik panggung.
Perbedaannya hanya terdapat pada proporsi bicara masing-masing capres dan cawapres, tergantung agenda debat hari itu, apakah debat capres atau debat cawapres.
Hasyim Asy'ari menjelaskan bahwa ketentuan itu diterapkan supaya pemilih dapat melihat sejauh mana kerja sama masing-masing capres-cawapres bahu-membahu satu sama lain dalam penampilan debat.
""Sehingga, kemudian supaya publik makin yakin lah teamwork (kerja sama) antara capres dan cawapres dalam penampilan di debat,"" kata Hasyim kepada wartawan, Kamis (30/11/2023).














",NEWS
"6 Aktivitas Wisata di Merbabu Park Semarang, Bisa Glamping","KOMPAS.com - Merbabu Park merupakan obyek wisata alam yang menawarkan panorama Gunung Merbabu. Obyek wisata di Kopeng, Semarang ini, bisa menjadi alternatif wisata keluarga untuk liburan akhir tahun.
Harga tiket Merbabu Park sangat ramah kantong, yakni Rp 20.000 berlaku setiap hari, baik weekday (Senin-Jumat) dan weekend (Sabtu-Minggu).
Jika ingin berkunjung, lokasinya berada di Jalan Umbul Songo, Cuntel, Kopeng, Kecamatan Getasan, Kabupaten Semarang.
Ada beragam aktivitas wisata yang bisa dilakukan pengunjung di Merbabu Park.
Dok. Merbabu Park Wahana Forest Bridge di Merbabu Park Semarang
Seperti disampaikan sebelumnya, Merbabu Park menawarkan panorama langsung Gunung Merbabu. Salah satu spot populer untuk menikmati pemandangan Gunung Merbabu yakni Forest Bridge, atau jembatan kayu.
Merbabu Park Semarang memiliki banyak spot foto Instagramable untuk mengabadikan momen Bersama keluarga atau teman.
Sebut saja, King Kong Statue atau patung King Kong yang terbuat dari ban bekas dan instalasi bambu dengan beragam bentuk menarik.
Dok. Merbabu Park Wahana trampolin di Merbabu Park Semarang
Merbabu Park Semarang juga menawarkan beragam wahana permainan seru. Meliputi, ATV, berkuda, dan trampolin. 
Sebuah kiriman dibagikan oleh Kompas Travel (@kompas.travel)














",TRAVEL
Strategi Basuki Kendalikan Banjir di Kota Semarang,"Dalam kunjungan kerjanya ke Kota Semarang pada Jumat (01/12/2023), dia menginstruksikan pengoperasian infrastruktur pengendali banjir di Kota Semarang dioptimalkan.
""Saat ini sedang kami lakukan perbaikan beberapa pompa di Rumah Pompa Kali Sringin dan Kali Tenggang. Ditargetkan selesai seluruhnya pada tanggal 5 Desember 2023,"" ujar Basuki dikutip dari laman Kementerian PUPR.
Menurutnya, perbaikan pompa di Kali Sringin dan Kali Tenggang merupakan bagian dari operasi dan pemeliharaan, karena pompa tersebut sudah beroperasi cukup lama sejak 2018.
Ada pun selama pekerjaan perbaikan pompa, Kementerian PUPR telah memfungsikan 11 unit pompa portable (mobile).
""Dari 11 pompa portable, sebanyak empat unit ditempatkan di Kali Tenggang, dua unit di Kali Sringin, tiga unit di Kali Terboyo dan sisanya tersebar di beberapa titik,"" imbuhnya.
Selain perbaikan pompa dan pengerahan pompa portabel, Kementerian PUPR juga telah menyiapkan rencana pengendalian banjir jangka panjang di Kota Semarang dengan mengoptimalkan Rumah Pompa Waru, Kandang Kebo, sera Kolam Retensi dan Rumah Pompa Muktiharjo.
""Kami akan lebih banyak mengalihkan beban/debit ke Kanal Banjir Timur (KBT) untuk mengurangi beban Rumah Pompa Kali Tenggang. Ada Pompa Muktiharjo, lalu masuk ke Pompa Waru. Dari Waru kita akan tambah pompa untuk masuk ke KBT,"" terangnya.
Dengan sistem tersebut, menurut Menteri PUPR, beban Rumah Pompa Kali Tenggang maupun Kali Sringin menjadi tidak terlalu berat.
""Saat ini detail enginering desain (DED) sudah ada. Mudah-mudahan pada tahun 2024, kita bisa mulai kerjakan,"" tukasnya.
Dijelaskan Menteri Basuki, penanganan banjir di Kota Semarang dilakukan menggunakan sistem polder dan pompa, yang mencakup area Semarang Barat, Semarang Tengah, serta Semarang Timur yang terdiri atas Rumah Pompa Tenggang dan Sringin.
""Sistem polder dan pompa tersebut dirancang untuk mengatasi banjir rob yang terjadi di Kota-kota Pantura Jawa, seperti Semarang, Pekalongan, Tegal hingga Jakarta,"" tutup Basuki.














",PROPERTI
